agency,city,state,ntd_id,organization_type,reporter_type,primary_uza_population,agency_voms,mode,tos,mode_voms,fare_revenues_per_unlinked_passenger_trip,fare_revenues_per_total_operating_expense_(recovery_ratio),cost_per_hour,cost_per_passenger,cost_per_passenger_mile,fare_revenues_earned,total_operating_expenses,unlinked_passenger_trips,vehicle_revenue_hours,passenger_miles,vehicle_revenue_miles,year
Washington Metropolitan Area Transit Authority,Washington,DC,30030,Independent Public Agency or Authority of Transit Service,Full Reporter,4586770.0,3304.0,DR,PT,718.0,3.63,0.04,89.52,91.6,8.22,6097071.0,153955747.0,1680671.0,1719723.0,18720888.0,15878795.0,2020
Washington Metropolitan Area Transit Authority,Washington,DC,30030,Independent Public Agency or Authority of Transit Service,Full Reporter,4586770.0,3304.0,MB,PT,69.0,2.27,0.31,128.85,7.22,1.08,3309137.0,9933796.0,1460056.0,81811.0,9769903.0,1245302.0,2020
Washington Metropolitan Area Transit Authority,Washington,DC,30030,Independent Public Agency or Authority of Transit Service,Full Reporter,4586770.0,3304.0,DR,TX,310.0,5.08,0.04,219.71,130.2,9.14,578543.0,14831989.0,113913.0,67507.0,1621988.0,1487259.0,2020
Washington Metropolitan Area Transit Authority,Washington,DC,30030,Independent Public Agency or Authority of Transit Service,Full Reporter,4586770.0,3304.0,MB,DO,1209.0,0.84,0.12,224.42,7.27,2.61,80206835.0,695780846.0,95750592.0,3100367.0,266193269.0,30377526.0,2020
Chicago Transit Authority,Chicago,IL,50066,Independent Public Agency or Authority of Transit Service,Full Reporter,8608208.0,2703.0,MB,DO,1555.0,1.1,0.17,148.24,6.62,2.67,133760413.0,803993337.0,121449922.0,5423534.0,301677908.0,49278477.0,2020
Massachusetts Bay Transportation Authority,Boston,MA,10003,Independent Public Agency or Authority of Transit Service,Full Reporter,4181019.0,2428.0,FB,PT,9.0,8.29,0.61,946.45,13.5,1.59,9895123.0,16117145.0,1194282.0,17029.0,10161755.0,176412.0,2020
Massachusetts Bay Transportation Authority,Boston,MA,10003,Independent Public Agency or Authority of Transit Service,Full Reporter,4181019.0,2428.0,MB,DO,767.0,0.94,0.16,203.92,5.83,2.26,76250797.0,471278231.0,80891824.0,2311113.0,208952722.0,19713478.0,2020
Massachusetts Bay Transportation Authority,Boston,MA,10003,Independent Public Agency or Authority of Transit Service,Full Reporter,4181019.0,2428.0,RB,DO,65.0,0.91,0.31,170.07,2.98,1.44,8415415.0,27447897.0,9214174.0,161390.0,19072682.0,1454757.0,2020
Massachusetts Bay Transportation Authority,Boston,MA,10003,Independent Public Agency or Authority of Transit Service,Full Reporter,4181019.0,2428.0,DR,PT,584.0,2.95,0.03,106.2,86.4,11.28,4129568.0,120782662.0,1397996.0,1137343.0,10710752.0,12048450.0,2020
Massachusetts Bay Transportation Authority,Boston,MA,10003,Independent Public Agency or Authority of Transit Service,Full Reporter,4181019.0,2428.0,CR,PT,436.0,8.2,0.53,512.23,15.52,0.75,202929763.0,384240499.0,24761705.0,750128.0,513830968.0,22300695.0,2020
Massachusetts Bay Transportation Authority,Boston,MA,10003,Independent Public Agency or Authority of Transit Service,Full Reporter,4181019.0,2428.0,HR,DO,338.0,1.54,0.55,243.74,2.8,0.8,177898047.0,323930534.0,115683733.0,1328990.0,407181618.0,22203578.0,2020
Massachusetts Bay Transportation Authority,Boston,MA,10003,Independent Public Agency or Authority of Transit Service,Full Reporter,4181019.0,2428.0,TB,DO,22.0,0.74,0.07,486.22,10.64,4.58,1511126.0,21792337.0,2048150.0,44820.0,4759117.0,375096.0,2020
Massachusetts Bay Transportation Authority,Boston,MA,10003,Independent Public Agency or Authority of Transit Service,Full Reporter,4181019.0,2428.0,LR,DO,154.0,1.55,0.35,259.22,4.49,1.91,64265608.0,186046342.0,41465243.0,717709.0,97602251.0,5241369.0,2020
Southeastern Pennsylvania Transportation Authority,Philadelphia,PA,30019,Independent Public Agency or Authority of Transit Service,Full Reporter,5441567.0,2406.0,MB,PT,6.0,1.15,0.06,124.74,18.26,2.86,60647.0,962500.0,52710.0,7716.0,336840.0,150426.0,2020
Southeastern Pennsylvania Transportation Authority,Philadelphia,PA,30019,Independent Public Agency or Authority of Transit Service,Full Reporter,5441567.0,2406.0,DR,PT,393.0,3.85,0.08,69.82,48.33,7.15,4435710.0,55675486.0,1151930.0,797436.0,7785430.0,7854344.0,2020
"Metropolitan Transit Authority of Harris County, Texas, dba: Metro",Houston,TX,60008,Independent Public Agency or Authority of Transit Service,Full Reporter,4944332.0,2157.0,RB,DO,8.0,0.08,0.0,111.26,24.64,6.76,2134.0,636511.0,25836.0,5721.0,94162.0,42514.0,2020
"Metropolitan Transit Authority of Harris County, Texas, dba: Metro",Houston,TX,60008,Independent Public Agency or Authority of Transit Service,Full Reporter,4944332.0,2157.0,CB,PT,66.0,3.23,0.35,149.85,9.21,0.44,2772421.0,7918077.0,859512.0,52839.0,18065624.0,1510271.0,2020
"Metropolitan Transit Authority of Harris County, Texas, dba: Metro",Houston,TX,60008,Independent Public Agency or Authority of Transit Service,Full Reporter,4944332.0,2157.0,MB,DO,613.0,0.4,0.05,143.0,8.57,1.64,15136348.0,320750592.0,37441758.0,2242956.0,195130824.0,28041592.0,2020
"Metropolitan Transit Authority of Harris County, Texas, dba: Metro",Houston,TX,60008,Independent Public Agency or Authority of Transit Service,Full Reporter,4944332.0,2157.0,LR,DO,56.0,0.2,0.03,326.58,6.75,2.32,2519274.0,86998626.0,12888105.0,266396.0,37497523.0,3236011.0,2020
"Metropolitan Transit Authority of Harris County, Texas, dba: Metro",Houston,TX,60008,Independent Public Agency or Authority of Transit Service,Full Reporter,4944332.0,2157.0,VP,DO,536.0,4.19,0.81,36.86,5.15,0.16,3715388.0,4572534.0,887217.0,124059.0,27807610.0,4555756.0,2020
"Metropolitan Transit Authority of Harris County, Texas, dba: Metro",Houston,TX,60008,Independent Public Agency or Authority of Transit Service,Full Reporter,4944332.0,2157.0,DR,PT,345.0,1.05,0.02,60.06,44.57,4.16,1325467.0,56239572.0,1261873.0,936407.0,13514183.0,13691291.0,2020
"Metropolitan Transit Authority of Harris County, Texas, dba: Metro",Houston,TX,60008,Independent Public Agency or Authority of Transit Service,Full Reporter,4944332.0,2157.0,CB,DO,242.0,2.62,0.19,234.52,13.55,0.72,8521099.0,44158583.0,3258516.0,188296.0,61060629.0,4715348.0,2020
"Metropolitan Transit Authority of Harris County, Texas, dba: Metro",Houston,TX,60008,Independent Public Agency or Authority of Transit Service,Full Reporter,4944332.0,2157.0,DR,TX,175.0,1.02,0.08,72.86,13.02,2.34,294226.0,3766843.0,289350.0,51699.0,1610543.0,1433641.0,2020
"Metropolitan Transit Authority of Harris County, Texas, dba: Metro",Houston,TX,60008,Independent Public Agency or Authority of Transit Service,Full Reporter,4944332.0,2157.0,MB,PT,116.0,0.36,0.05,111.86,7.69,1.86,2945131.0,62553757.0,8135334.0,559191.0,33621284.0,6942328.0,2020
Maryland Transit Administration,Baltimore,MD,30034,State Government Unit or Department of Transportation,Full Reporter,2203663.0,1888.0,DR,PT,503.0,0.77,0.01,83.55,62.21,6.27,1303300.0,105382245.0,1693896.0,1261235.0,16808141.0,15432243.0,2020
Maryland Transit Administration,Baltimore,MD,30034,State Government Unit or Department of Transportation,Full Reporter,2203663.0,1888.0,DR,TX,241.0,2.37,0.07,149.12,33.13,6.85,1892661.0,26489284.0,799577.0,177633.0,3864280.0,3091425.0,2020
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,8608208.0,1467.0,DR,DO,9.0,1.01,0.03,49.32,30.02,4.42,25554.0,759581.0,25304.0,15400.0,171867.0,126727.0,2020
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,8608208.0,1467.0,MB,PT,81.0,1.29,0.07,103.95,17.69,3.3,569148.0,7818640.0,441950.0,75219.0,2372158.0,1027669.0,2020
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,8608208.0,1467.0,DR,TX,66.0,5.02,0.11,123.26,46.08,6.49,213716.0,1961688.0,42572.0,15915.0,302440.0,290145.0,2020
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,8608208.0,1467.0,MB,DO,535.0,1.06,0.08,115.18,13.25,2.06,13996583.0,174208415.0,13152358.0,1512552.0,84366008.0,21151819.0,2020
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,8608208.0,1467.0,VP,DO,535.0,1.88,0.18,64.68,10.21,0.42,852400.0,4620409.0,452362.0,71440.0,10903868.0,2566080.0,2020
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,8608208.0,1467.0,DR,PT,241.0,1.57,0.04,103.22,40.6,6.25,708599.0,18309360.0,450946.0,177375.0,2928989.0,2574848.0,2020
"County of Miami-Dade, dba: Transportation & Public Work",Miami,FL,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5502379.0,1452.0,CB,PT,9.0,0.4,0.04,76.28,9.01,0.23,106444.0,2396320.0,266073.0,31415.0,10305165.0,1019760.0,2020
"County of Miami-Dade, dba: Transportation & Public Work",Miami,FL,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5502379.0,1452.0,DR,PT,384.0,2.87,0.08,43.74,34.5,2.97,3341167.0,40132153.0,1163150.0,917428.0,13490173.0,11177390.0,2020
"County of Miami-Dade, dba: Transportation & Public Work",Miami,FL,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5502379.0,1452.0,VP,PT,222.0,5.0,2.01,12.48,2.49,0.08,1985766.0,988971.0,397168.0,79267.0,11690988.0,2792734.0,2020
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,2374203.0,1431.0,CR,DO,8.0,1.16,0.01,2038.13,113.13,13.13,201381.0,19657785.0,173765.0,9645.0,1496661.0,197570.0,2020
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,2374203.0,1431.0,MB,DO,472.0,1.15,0.11,204.46,10.7,2.4,27431955.0,254781592.0,23818219.0,1246135.0,106209833.0,15585126.0,2020
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,2374203.0,1431.0,CR,PT,44.0,3.32,0.18,412.06,18.92,1.64,15894451.0,90425649.0,4780402.0,219449.0,55053882.0,6048702.0,2020
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,2374203.0,1431.0,DR,PT,409.0,4.78,0.06,105.06,80.75,10.58,2565867.0,43366649.0,537078.0,412763.0,4100442.0,5929705.0,2020
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,2374203.0,1431.0,MB,PT,342.0,1.13,0.15,99.92,7.57,1.86,14203230.0,94944082.0,12540545.0,950183.0,50971484.0,11312663.0,2020
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,2374203.0,1431.0,LR,DO,156.0,1.53,0.13,229.25,11.54,1.66,15967688.0,120807086.0,10464678.0,526960.0,72910951.0,9063803.0,2020
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,12150996.0,1330.0,VP,PT,490.0,6.14,1.05,28.9,5.84,0.17,5616939.0,5345126.0,914713.0,184965.0,30786275.0,6877486.0,2020
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,12150996.0,1330.0,DR,TX,264.0,4.87,0.14,88.83,34.96,3.68,2438862.0,17488934.0,500318.0,196877.0,4750697.0,3920962.0,2020
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,12150996.0,1330.0,DR,PT,127.0,6.66,0.11,114.61,60.63,5.78,5114175.0,46570494.0,768111.0,406346.0,8054631.0,5657340.0,2020
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,8608208.0,1217.0,DR,PT,847.0,2.44,0.03,109.77,77.12,10.16,4839034.0,153093065.0,1985090.0,1394724.0,15071293.0,20188198.0,2020
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,8608208.0,1217.0,DR,TX,370.0,2.56,0.05,94.96,47.56,3.96,425141.0,7888853.0,165883.0,83073.0,1991800.0,1535075.0,2020
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,18351295.0,1133.0,MB,PT,9.0,1.77,0.08,85.71,21.9,30.85,197321.0,2438151.0,111318.0,28446.0,79024.0,93785.0,2020
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,18351295.0,1133.0,FB,PT,2.0,1.37,0.02,1629.99,55.88,13.7,48337.0,1967402.0,35206.0,1207.0,143556.0,13902.0,2020
Access Services,El Monte,CA,90157,Independent Public Agency or Authority of Transit Service,Full Reporter,12150996.0,1132.0,DR,PT,636.0,2.1,0.05,68.69,43.46,3.88,4363038.0,89985687.0,2081026.0,1316547.0,23286133.0,20359802.0,2020
Access Services,El Monte,CA,90157,Independent Public Agency or Authority of Transit Service,Full Reporter,12150996.0,1132.0,DR,TX,496.0,2.28,0.05,121.44,44.76,3.18,3575858.0,70208462.0,1568456.0,578137.0,22059772.0,12735268.0,2020
Puerto Rico Highway and Transportation Authority - P̼blico,San Juan,PR,40105,State Government Unit or Department of Transportation,Full Reporter,2148346.0,1113.0,PB,PT,1113.0,1.65,0.95,18.56,1.73,0.38,13874183.0,14543191.0,8385516.0,783652.0,37870980.0,8209461.0,2020
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,5121892.0,1082.0,DR,PT,96.0,2.28,0.04,102.05,63.22,8.62,531182.0,14724814.0,232926.0,144284.0,1708110.0,1843118.0,2020
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,5121892.0,1082.0,MB,DO,557.0,0.75,0.07,136.01,10.68,2.61,20568967.0,293476028.0,27472695.0,2157762.0,112289224.0,26895603.0,2020
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,5121892.0,1082.0,CR,PT,23.0,4.4,0.16,571.02,28.2,1.63,5572130.0,35697609.0,1266076.0,62515.0,21904126.0,1404961.0,2020
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,5121892.0,1082.0,SR,DO,2.0,0.75,0.04,274.12,19.26,12.39,141819.0,3647650.0,189420.0,13307.0,294412.0,92227.0,2020
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,5121892.0,1082.0,VP,PT,164.0,2.64,0.74,22.7,3.59,0.1,614924.0,835674.0,232710.0,36820.0,8566316.0,1423846.0,2020
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,5121892.0,1082.0,DR,TX,123.0,2.31,0.04,79.03,63.56,6.03,1083818.0,29806261.0,468967.0,377154.0,4942990.0,5804395.0,2020
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,5121892.0,1082.0,LR,DO,117.0,0.75,0.08,397.95,9.53,1.17,15034789.0,191440162.0,20081036.0,481071.0,164306746.0,9866803.0,2020
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,1021243.0,1081.0,LR,DO,89.0,1.29,0.13,231.24,9.97,2.1,10630886.0,82232726.0,8247364.0,355621.0,39122864.0,6114108.0,2020
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,1021243.0,1081.0,MB,PT,7.0,0.18,0.01,97.47,29.61,8.55,12554.0,2010999.0,67906.0,20633.0,235100.0,290233.0,2020
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,1021243.0,1081.0,DR,DO,69.0,1.91,0.02,168.37,99.0,10.45,209663.0,10873065.0,109833.0,64577.0,1040065.0,992876.0,2020
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,1021243.0,1081.0,CR,DO,50.0,1.66,0.08,346.74,21.31,0.83,3361201.0,43133266.0,2024524.0,124396.0,51916777.0,4039581.0,2020
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,1021243.0,1081.0,CB,DO,48.0,1.21,0.03,278.57,37.86,1.77,230854.0,7226477.0,190855.0,25941.0,4084828.0,660672.0,2020
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,1021243.0,1081.0,VP,DO,427.0,5.09,0.19,136.05,26.37,0.64,3357063.0,17374432.0,658990.0,127705.0,27330736.0,5705170.0,2020
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,1021243.0,1081.0,DR,PT,37.0,0.17,0.0,101.57,67.82,6.1,12782.0,5240923.0,77279.0,51597.0,858863.0,716520.0,2020
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,1021243.0,1081.0,MB,DO,354.0,1.21,0.1,135.17,12.46,2.85,14706477.0,151793116.0,12182543.0,1122949.0,53227823.0,14656460.0,2020
"Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra",Chicago,IL,50118,Independent Public Agency or Authority of Transit Service,Full Reporter,8608208.0,1066.0,CR,DO,539.0,6.33,0.11,782.33,56.37,2.66,46124538.0,410856810.0,7289149.0,525169.0,154329520.0,15273179.0,2020
"Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra",Chicago,IL,50118,Independent Public Agency or Authority of Transit Service,Full Reporter,8608208.0,1066.0,CR,PT,527.0,5.96,0.19,601.7,31.7,1.46,56225953.0,299338684.0,9441882.0,497488.0,205006670.0,15388572.0,2020
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,90136,Independent Public Agency or Authority of Transit Service,Full Reporter,3629114.0,1010.0,DR,TX,337.0,3.22,0.06,126.53,55.07,4.96,1361487.0,23260053.0,422360.0,183835.0,4694226.0,4071104.0,2020
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency (MUNI)",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3281212.0,996.0,CC,DO,27.0,4.12,0.26,632.27,16.09,12.38,16548189.0,64543044.0,4012470.0,102082.0,5213332.0,188083.0,2020
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency (MUNI)",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3281212.0,996.0,SR,DO,22.0,0.82,0.13,423.41,6.39,4.43,3756664.0,29257377.0,4580227.0,69100.0,6604779.0,372942.0,2020
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency (MUNI)",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3281212.0,996.0,LR,DO,149.0,0.82,0.15,428.49,5.59,2.04,30691090.0,209359089.0,37419416.0,488601.0,102607757.0,4640244.0,2020
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency (MUNI)",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3281212.0,996.0,DR,PT,134.0,2.51,0.03,123.18,73.65,10.81,775397.0,22767244.0,309142.0,184832.0,2105676.0,1328977.0,2020
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet",Portland,OR,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,1849898.0,982.0,MB,DO,589.0,1.04,0.16,149.58,6.49,1.89,48918210.0,304102924.0,46845589.0,2033045.0,160875204.0,21965871.0,2020
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet",Portland,OR,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,1849898.0,982.0,DR,TX,50.0,12.46,0.24,131.92,51.89,4.47,924560.0,3850035.0,74190.0,29184.0,860546.0,763774.0,2020
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet",Portland,OR,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,1849898.0,982.0,YR,PT,4.0,0.8,0.03,1157.34,28.17,3.44,218681.0,7670843.0,272313.0,6628.0,2231666.0,141871.0,2020
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet",Portland,OR,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,1849898.0,982.0,DR,PT,223.0,12.46,0.24,87.24,50.92,5.72,8080087.0,33017052.0,648375.0,378450.0,5776264.0,4758336.0,2020
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet",Portland,OR,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,1849898.0,982.0,LR,DO,116.0,1.17,0.21,270.82,5.6,1.06,35415980.0,169810508.0,30343267.0,627025.0,159458488.0,8864217.0,2020
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,1758210.0,958.0,MB,DO,503.0,0.38,0.06,112.84,5.94,1.46,11784988.0,184176206.0,31025007.0,1632180.0,126379708.0,22441891.0,2020
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,1758210.0,958.0,DR,TX,39.0,2.03,0.08,58.6,25.56,2.17,18610.0,234770.0,9185.0,4006.0,108440.0,103768.0,2020
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,1758210.0,958.0,DR,PT,115.0,1.51,0.04,58.18,34.48,3.28,677171.0,15492483.0,449336.0,266306.0,4727658.0,4840486.0,2020
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,1758210.0,958.0,DR,DO,107.0,1.67,0.02,130.82,70.38,6.1,490167.0,20607134.0,292783.0,157524.0,3380826.0,2718894.0,2020
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,4515419.0,943.0,HR,DO,212.0,1.41,0.31,268.02,4.56,0.63,64069974.0,206682269.0,45302714.0,771146.0,329631085.0,20430752.0,2020
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,4515419.0,943.0,DR,PT,203.0,1.2,0.02,82.94,59.44,4.57,803998.0,39823381.0,669966.0,480144.0,8722736.0,6965088.0,2020
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,1733853.0,930.0,MB,DO,603.0,1.39,0.19,213.98,7.39,1.77,62390374.0,330961162.0,44772584.0,1546673.0,187237154.0,19969144.0,2020
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,1733853.0,930.0,LR,DO,58.0,1.12,0.09,468.39,12.48,3.1,6248300.0,69544802.0,5572417.0,148477.0,22466673.0,1916792.0,2020
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,1733853.0,930.0,DR,PT,267.0,9.18,0.31,69.15,30.01,3.51,10018850.0,32746660.0,1091093.0,473553.0,9328601.0,7007689.0,2020
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,1733853.0,930.0,IP,DO,2.0,1.18,0.29,282.98,4.09,34.98,413971.0,1434976.0,351056.0,5071.0,41023.0,11856.0,2020
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746.0,906.0,MB,PT,296.0,1.0,0.28,69.26,3.61,1.01,20233960.0,73139170.0,20286607.0,1056021.0,72631946.0,10894941.0,2020
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746.0,906.0,MB,DO,223.0,1.07,0.19,135.12,5.75,1.31,19749139.0,105627845.0,18383114.0,781729.0,80855104.0,9236042.0,2020
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746.0,906.0,CB,PT,19.0,3.37,0.32,220.02,10.42,0.42,699562.0,2161480.0,207372.0,9824.0,5114822.0,287136.0,2020
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746.0,906.0,DR,TX,147.0,4.55,0.17,89.35,27.15,2.59,279437.0,1666229.0,61382.0,18648.0,642305.0,587539.0,2020
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746.0,906.0,DR,PT,118.0,4.54,0.1,87.06,47.06,3.51,1283891.0,13297893.0,282578.0,152751.0,3783655.0,2715159.0,2020
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746.0,906.0,LR,DO,103.0,1.14,0.38,188.21,2.99,0.49,36463573.0,95660861.0,32003027.0,508259.0,194284885.0,9210076.0,2020
"City and County of Honolulu, dba: Department of Transportation Services",Honolulu,HI,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,802459.0,855.0,VP,PT,58.0,3.05,1.1,15.35,2.78,0.17,543383.0,496142.0,178293.0,32323.0,2950822.0,458005.0,2020
"City and County of Honolulu, dba: Department of Transportation Services",Honolulu,HI,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,802459.0,855.0,MB,PT,453.0,0.91,0.2,153.13,4.53,0.99,44318132.0,219770662.0,48536030.0,1435169.0,220965427.0,18339758.0,2020
"City and County of Honolulu, dba: Department of Transportation Services",Honolulu,HI,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,802459.0,855.0,DR,PT,223.0,1.75,0.03,116.25,53.19,4.93,1727099.0,52541129.0,987798.0,451958.0,10657465.0,6671937.0,2020
"City and County of Honolulu, dba: Department of Transportation Services",Honolulu,HI,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,802459.0,855.0,DR,TX,121.0,1.27,0.04,103.06,31.62,3.94,226720.0,5639509.0,178346.0,54721.0,1431588.0,1141122.0,2020
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,60048,Independent Public Agency or Authority of Transit Service,Full Reporter,1362416.0,828.0,CB,PT,39.0,2.67,0.24,142.7,11.33,0.64,1099259.0,4671770.0,412468.0,32738.0,7329378.0,605598.0,2020
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,60048,Independent Public Agency or Authority of Transit Service,Full Reporter,1362416.0,828.0,MB,PT,320.0,0.52,0.07,122.21,7.58,1.75,10886195.0,158612670.0,20929440.0,1297870.0,90381986.0,14707589.0,2020
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,60048,Independent Public Agency or Authority of Transit Service,Full Reporter,1362416.0,828.0,DR,PT,191.0,1.17,0.02,101.21,75.08,10.41,643427.0,41344741.0,550702.0,408492.0,3970644.0,4472209.0,2020
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,60048,Independent Public Agency or Authority of Transit Service,Full Reporter,1362416.0,828.0,YR,PT,12.0,1.98,0.03,1018.95,59.67,4.1,748076.0,22536132.0,377703.0,22117.0,5491355.0,532347.0,2020
