agency,city,state,legacy_ntd_id,ntd_id,organization_type,reporter_type,primary_uza__population,agency_voms,mode,tos,mode_voms,fare_revenues_per_unlinked_passenger_trip,fare_revenues_per_total_operating_expense_(recovery_ratio),cost_per__hour,passengers_per_hour,cost_per_passenger,cost_per_passenger_mile,fare_revenues_earned,total_operating_expenses,unlinked_passenger_trips,vehicle_revenue_hours,passenger_miles,vehicle_revenue_miles,any_data_questionable?,year,uace_code,uza_name,primary_uza_population,cost_per_hour
Crow Tribe of Indians,Crow Agency,MT,8T14,88188,Tribe,Reduced Reporter,0.0,5.0,DR,DO,1.0,6.6,0.01,160.73,0.3,625.04,0.0,475.0,45003.0,72.0,280.0,0.0,8321.0,No,2020,,,,
Swain County Focal Point on Aging Inc,Bryson City,NC,4R06-046,4R06-41066,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,5.0,MB,DO,1.0,0.75,0.12,59.01,9.0,6.54,0.0,3631.0,31570.0,4829.0,535.0,0.0,12460.0,No,2020,,,,
Lac du Flambeau Band of Lake Superior Chippewa Indians,Lac Du Flambeau,WI,5T17,55300,Tribe,Reduced Reporter,0.0,5.0,MB,PT,1.0,1.1,0.1,29.55,2.7,11.01,0.0,2352.0,23519.0,2136.0,796.0,0.0,17995.0,No,2020,,,,
"City of Middletown, dba: Middletown Transit System",Middletown,OH,5019,50019,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,97503.0,5.0,DR,DO,1.0,0.87,0.03,74.52,2.4,30.63,0.0,3769.0,132354.0,4321.0,1776.0,0.0,15522.0,No,2020,,,,
Lac du Flambeau Band of Lake Superior Chippewa Indians,Lac Du Flambeau,WI,5T17,55300,Tribe,Reduced Reporter,0.0,5.0,DR,DO,1.0,0.77,0.04,62.97,3.6,17.63,0.0,6386.0,146912.0,8334.0,2333.0,0.0,32430.0,No,2020,,,,
Covington Area Transit System,Andalusia,AL,4R01-009,4R01-41125,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,3.2,0.18,68.99,3.9,17.49,0.0,30666.0,167518.0,9576.0,2428.0,0.0,69055.0,No,2020,,,,
Goshen County Senior Friendship Center,Torrington,WY,8R05-004,8R05-80287,Private-Non-Profit Corporation,Rural Reporter,0.0,4.0,DR,DO,4.0,0.13,0.01,57.5,3.2,17.94,0.0,1454.0,201196.0,11212.0,3499.0,0.0,36733.0,No,2020,,,,
South Clackamas Transportation District,Molalla,OR,0R02-008,0R02-00301,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,4.0,MB,PT,4.0,0.51,0.03,84.79,4.3,19.87,0.0,28194.0,1090372.0,54874.0,12859.0,0.0,293057.0,No,2020,,,,
"City of Cottage Grove, dba: South Lane Wheels",Cottage Grove,OR,0R02-049,0R02-00290,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,PT,4.0,1.04,0.04,61.54,2.5,24.79,0.0,20363.0,484817.0,19555.0,7878.0,0.0,87706.0,No,2020,,,,
Hazen Busing Project,Hazen,ND,8R03-035,8R03-80290,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,1.45,0.17,31.07,3.7,8.39,0.0,26180.0,151141.0,18007.0,4865.0,0.0,30095.0,No,2020,,,,
Town of Telluride,Telluride,CO,,8R01-88226,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,MB,DO,4.0,0.0,0.0,93.96,18.2,5.15,0.0,0.0,900302.0,174817.0,9582.0,0.0,66969.0,No,2020,,,,
Liberty County Council on Aging,Chester,MT,8R02-015,8R02-80134,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,0.0,0.0,60.2,2.7,22.6,0.0,0.0,219927.0,9732.0,3653.0,0.0,28368.0,No,2020,,,,
"Niobrara Senior Center, Inc.",Lusk,WY,8R05-041,8R05-80217,Private-Non-Profit Corporation,Rural Reporter,0.0,4.0,DR,DO,4.0,1.56,0.06,41.39,1.5,27.15,0.0,1969.0,34351.0,1265.0,830.0,0.0,24069.0,No,2020,,,,
"Kootenai County, dba: Kootenai County Citylink North",Coeur D Alene,ID,0055,00055,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,98378.0,4.0,DR,PT,4.0,0.0,0.0,87.89,2.3,38.2,0.0,0.0,570564.0,14935.0,6492.0,0.0,84991.0,No,2020,,,,
"Hyannis Harbor Tours, Inc.",Hyannis,MA,,11239,Private-For-Profit Corporation,Full Reporter,246695.0,4.0,FB,DO,4.0,31.16,1.34,1872.14,80.3,23.31,0.84,25333949.0,18949762.0,812977.0,10122.0,22524771.0,165788.0,No,2020,,,,
Madison County Council of Governments,Anderson,IN,5R02-013,5R02-50272,"MPO, COG or Other Planning Agency",Rural Reporter,0.0,4.0,DR,DO,4.0,0.76,0.03,62.79,2.2,28.24,0.0,8787.0,326822.0,11571.0,5205.0,0.0,116941.0,No,2020,,,,
Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,MB,DO,4.0,4.19,0.07,164.47,2.8,59.32,0.0,44386.0,628099.0,10588.0,3819.0,0.0,121273.0,No,2020,,,,
Butler County Senior Service Program,David City,NE,7R04-007,7R04-70121,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,8.25,0.38,59.92,2.8,21.69,0.0,35178.0,92463.0,4263.0,1543.0,0.0,43636.0,No,2020,,,,
City of Merrill,Merrill,WI,5R06-026,5R06-50505,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,MB,DO,4.0,1.54,0.15,93.58,9.1,10.32,0.0,66559.0,445816.0,43209.0,4764.0,0.0,39135.0,No,2020,,,,
Harper County Department on Aging,Anthony,KS,7R02-083,7R02-70228,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,1.99,0.13,36.03,2.3,15.6,0.0,14537.0,113745.0,7293.0,3157.0,0.0,56841.0,No,2020,,,,
Hitch & Hay Public Transit,Stratton,NE,7R04-029,7R04-70100,Private-Non-Profit Corporation,Rural Reporter,0.0,4.0,DR,DO,4.0,10.31,0.18,57.98,1.0,58.8,0.0,24982.0,142525.0,2424.0,2458.0,0.0,61262.0,No,2020,,,,
City of Marinette,Marinette,WI,5R06-022,5R06-50478,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,TX,4.0,3.57,0.27,38.33,2.9,13.23,0.0,106392.0,394136.0,29789.0,10283.0,0.0,123589.0,No,2020,,,,
Dekalb County Commission,Fort Payne,AL,4R01-011,4R01-40986,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,0.26,0.01,77.97,1.8,42.66,0.0,2052.0,336528.0,7889.0,4316.0,0.0,75137.0,No,2020,,,,
Elbert County,Elberton,GA,4R03-004,4R03-41021,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,2.15,0.05,57.99,1.2,46.64,0.0,14823.0,321329.0,6890.0,5541.0,0.0,108357.0,No,2020,,,,
"Prowers County, dba: Prowers Area Transit",Lamar,CO,8R01-012,8R01-80115,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,0.64,0.02,44.95,1.6,27.52,0.0,7815.0,336565.0,12230.0,7488.0,0.0,53213.0,No,2020,,,,
City of Beverly Hills,Beverly Hills,CA,,90255,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,12150996.0,4.0,DR,PT,4.0,0.0,0.0,115.19,1.4,83.74,0.0,0.0,558214.0,6666.0,4846.0,0.0,18114.0,No,2020,,,,
County of Ventura,Ventura,CA,,90298,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,214811.0,4.0,MB,PT,4.0,0.0,0.0,126.9,12.6,10.1,0.0,0.0,346055.0,34261.0,2727.0,0.0,33363.0,No,2020,,,,
Ottawa County Transportation,Minneapolis,KS,7R02-031,7R02-70146,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,0.52,0.03,34.15,1.7,19.53,0.0,2693.0,101127.0,5178.0,2961.0,0.0,44822.0,No,2020,,,,
"Blooms Bus Lines, Inc.",Taunton,MA,,11159,Private-For-Profit Corporation,Reduced Reporter,4181019.0,4.0,CB,DO,4.0,8.85,1.0,55.45,6.3,8.85,0.0,84838.0,84838.0,9588.0,1530.0,0.0,45288.0,No,2020,,,,
City of Great Bend/Commission on Aging,Great Bend,KS,7R02-087,7R02-70123,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,1.68,0.18,18.9,2.1,9.13,0.0,29118.0,157880.0,17297.0,8353.0,0.0,79441.0,No,2020,,,,
Squaxin Island Tribe,Shelton,WA,0T16,00103,Tribe,Reduced Reporter,0.0,4.0,MB,DO,4.0,0.0,0.0,77.65,2.2,35.17,0.0,0.0,212615.0,6046.0,2738.0,0.0,26436.0,No,2020,,,,
Harvey County Department on Aging,Newton,KS,7R02-077,7R02-70238,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,6.58,0.17,65.71,1.7,38.94,0.0,29271.0,173276.0,4450.0,2637.0,0.0,62371.0,No,2020,,,,
Taylor County Transit,Butler,GA,4R03-047,4R03-41077,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,0.65,0.03,43.98,1.8,23.87,0.0,5957.0,219064.0,9179.0,4981.0,0.0,98011.0,No,2020,,,,
"Humboldt County, dba: Senior Citizens of Humboldt County, Inc",Winnemucca,NV,9R04-017,9R04-91023,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,0.42,0.01,148.28,3.9,38.42,0.0,2537.0,234579.0,6106.0,1582.0,0.0,10624.0,No,2020,,,,
Lincoln County Transit,Lincolnton,GA,4R03-025,4R03-40961,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,0.57,0.03,22.92,1.4,16.35,0.0,3350.0,96525.0,5904.0,4212.0,0.0,49101.0,No,2020,,,,
City of Lynwood,Lynwood,CA,,90281,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,12150996.0,4.0,MB,PT,4.0,0.22,0.07,29.56,8.6,3.43,0.0,25716.0,393215.0,114550.0,13301.0,0.0,138136.0,No,2020,,,,
Southeast Nebraska Community Action Partnership,Humboldt,NE,7R04-048,7R04-70112,Private-Non-Profit Corporation,Rural Reporter,0.0,4.0,DR,DO,4.0,0.99,0.08,47.68,3.6,13.24,0.0,5577.0,74332.0,5614.0,1559.0,0.0,16323.0,No,2020,,,,
Rendezvous Pointe,Pinedale,WY,8R05-043,8R05-80301,Private-Non-Profit Corporation,Rural Reporter,0.0,4.0,DR,DO,4.0,6.05,0.09,140.25,2.1,67.7,0.0,7886.0,88215.0,1303.0,629.0,0.0,20161.0,No,2020,,,,
Nance Trans,Fullerton,NE,,7R04-77085,Private-Non-Profit Corporation,Rural Reporter,0.0,4.0,DR,DO,4.0,25.62,0.32,235.17,2.9,79.73,0.0,46327.0,144160.0,1808.0,613.0,0.0,23490.0,No,2020,,,,
Garfield County Transportation Program,Pomeroy,WA,0R03-010,0R03-00282,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,0.69,0.02,87.03,2.2,39.9,0.0,4154.0,238990.0,5989.0,2746.0,0.0,50743.0,No,2020,,,,
City of Guntersville,Guntersville,AL,4R01-023,4R01-41009,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,0.85,0.06,49.63,3.3,15.18,0.0,11372.0,202930.0,13364.0,4089.0,0.0,77151.0,No,2020,,,,
City of Coconut Creek,Coconut Creek,FL,,40238,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,5502379.0,4.0,MB,DO,4.0,0.0,0.0,69.63,3.6,19.33,0.0,0.0,902492.0,46698.0,12961.0,0.0,156456.0,No,2020,,,,
Seward County Handibus,Seward,NE,7R04-053,7R04-70246,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,1.32,0.09,39.38,2.6,15.06,0.0,17593.0,201278.0,13363.0,5111.0,0.0,79460.0,No,2020,,,,
City of Clinton,Clinton,MO,7R03-012,7R03-70189,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,0.87,0.07,43.61,3.5,12.55,0.0,10333.0,149053.0,11880.0,3418.0,0.0,29240.0,No,2020,,,,
Kenaitze Indian Tribe,Kenai,AK,,00419,Tribe,Reduced Reporter,0.0,4.0,DR,DO,4.0,0.0,0.0,165.52,1.7,94.78,0.0,0.0,313328.0,3306.0,1893.0,0.0,30965.0,No,2020,,,,
City of West Plains,West Plains,MO,7R03-006,7R03-70155,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,1.79,0.1,54.41,3.2,17.26,0.0,17051.0,164598.0,9538.0,3025.0,0.0,35931.0,No,2020,,,,
Rabun County,Clayton,GA,4R03-011,4R03-40904,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,2.18,0.05,105.39,2.4,43.43,0.0,11590.0,231334.0,5326.0,2195.0,0.0,36214.0,No,2020,,,,
"Rosebud Community Hospital, dba: Rosebud Transportation",Forsyth,MT,8R02-036,8R02-80139,Private-Non-Profit Corporation,Rural Reporter,0.0,4.0,DR,DO,4.0,1.96,0.02,83.48,0.8,100.62,0.0,2320.0,119038.0,1183.0,1426.0,0.0,36214.0,No,2020,,,,
Fillmore County,Geneva,NE,7R04-021,7R04-70205,Private-Non-Profit Corporation,Rural Reporter,0.0,4.0,DR,DO,4.0,5.99,0.19,111.41,3.5,31.74,0.0,26423.0,139925.0,4409.0,1256.0,0.0,21516.0,No,2020,,,,
Wilcox County Transit,Abbeville,GA,4R03-066,4R03-41156,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,PT,4.0,0.82,0.02,31.16,0.6,54.38,0.0,2940.0,196086.0,3606.0,6292.0,0.0,167026.0,No,2020,,,,
Phelps County Senior Citizen,Holdrege,NE,7R04-045,7R04-70182,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,1.11,0.09,83.59,6.4,13.06,0.0,11002.0,129319.0,9903.0,1547.0,0.0,27329.0,No,2020,,,,
Northeast Kansas Area Agency on Aging,Hiawatha,KS,,7R02-77079,Private-Non-Profit Corporation,Rural Reporter,0.0,4.0,DR,DO,4.0,3.06,0.05,52.44,0.8,62.95,0.0,13621.0,280493.0,4456.0,5349.0,0.0,93603.0,No,2020,,,,
Omaha Tribe Public Transit,Macy,NE,,77077,Tribe,Reduced Reporter,0.0,4.0,DR,DO,4.0,0.91,0.01,68.91,0.8,85.27,0.0,2040.0,190329.0,2232.0,2762.0,0.0,97171.0,No,2020,,,,
Caldwell Parish Council on Aging,Columbia,LA,6R02-007,6R02-60209,Area Agency on Aging,Rural Reporter,0.0,4.0,DR,DO,4.0,0.31,0.02,72.43,3.7,19.38,0.0,2218.0,138495.0,7145.0,1912.0,0.0,51576.0,No,2020,,,,
Powell County Public Transportation,Deer Lodge,MT,,8R02-88218,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,1.17,0.11,26.24,2.4,10.96,0.0,4768.0,44685.0,4076.0,1703.0,0.0,14360.0,No,2020,,,,
"Borough of Mt. Carmel, dba: Lower Anthracite Transportation System",Mount Carmel,PA,3R04-004,3R04-30116,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,MB,PT,4.0,0.53,0.06,67.38,7.3,9.21,0.0,17687.0,308850.0,33520.0,4584.0,0.0,48300.0,No,2020,,,,
City of Manhattan Beach,Manhattan Beach,CA,,90283,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,12150996.0,4.0,DR,DO,4.0,0.32,0.01,159.94,3.6,44.68,0.0,5303.0,748363.0,16750.0,4679.0,0.0,34824.0,No,2020,,,,
Ogallala Transit System,Ogallala,NE,7R04-034,7R04-70127,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,1.4,0.2,35.54,5.1,6.91,0.0,30699.0,151792.0,21964.0,4271.0,0.0,42487.0,No,2020,,,,
St Martin Council on Aging,Saint Martinville,LA,6R02-022,6R02-60195,Area Agency on Aging,Rural Reporter,0.0,4.0,DR,DO,4.0,0.39,0.02,37.11,2.0,18.57,0.0,3301.0,157082.0,8457.0,4233.0,0.0,80452.0,No,2020,,,,
"University of Montana, dba: UDASH",Missoula,MT,8107,80107,University,Full Reporter,82157.0,4.0,MB,DO,4.0,0.0,0.0,75.81,23.9,3.17,1.83,0.0,534019.0,168546.0,7044.0,291632.0,72631.0,No,2020,,,,
"Powell Senior Citizens Ago-Go, Inc.",Powell,WY,,8R05-88219,Private-Non-Profit Corporation,Rural Reporter,0.0,4.0,DR,DO,4.0,0.75,0.04,20.35,1.1,18.29,0.0,4919.0,119768.0,6549.0,5886.0,0.0,22251.0,No,2020,,,,
Hancock County Transit,Sparta,GA,4R03-022,4R03-41062,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,1.19,0.04,36.2,1.2,31.24,0.0,12025.0,315270.0,10093.0,8708.0,0.0,160184.0,No,2020,,,,
"H.EL.P., Inc.",Carrollton,AL,4R01-024,4R01-40982,Private-Non-Profit Corporation,Rural Reporter,0.0,4.0,DR,DO,4.0,0.75,0.03,55.13,2.3,23.56,0.0,8353.0,262358.0,11137.0,4759.0,0.0,93463.0,No,2020,,,,
Marshall County Agency on Aging,Marysville,KS,7R02-015,7R02-70208,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,2.0,0.07,92.86,3.4,27.6,0.0,14034.0,193341.0,7004.0,2082.0,0.0,43282.0,No,2020,,,,
Wayne Public Transit,Wayne,NE,7R04-057,7R04-70233,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,1.61,0.17,80.76,8.5,9.54,0.0,12713.0,75266.0,7893.0,932.0,0.0,12129.0,No,2020,,,,
"City of Davis, dba: Davis Community Transit",Davis,CA,9167,90167,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,72794.0,4.0,DR,DO,4.0,2.35,0.05,150.55,2.9,52.04,0.0,30339.0,672656.0,12927.0,4468.0,0.0,50635.0,No,2020,,,,
Walsh County Transportation Program,Park River,ND,8R03-018,8R03-80296,Private-Non-Profit Corporation,Rural Reporter,0.0,4.0,DR,DO,4.0,3.63,0.08,79.06,1.7,47.17,0.0,16123.0,209585.0,4443.0,2651.0,0.0,46266.0,No,2020,,,,
City of Seymour,Seymour,IN,5R02-018,5R02-50501,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,2.25,0.17,49.48,3.7,13.23,0.0,58521.0,344791.0,26066.0,6968.0,0.0,77494.0,No,2020,,,,
Lemhi Ride,Salmon,ID,,0R01-00403,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,6.05,0.35,97.38,5.6,17.4,0.0,54480.0,156593.0,9000.0,1608.0,0.0,44273.0,No,2020,,,,
Glacier Valley Transit,Girdwood,AK,0R04-011,0R04-00345,Private-Non-Profit Corporation,Rural Reporter,0.0,4.0,MB,PT,4.0,0.26,0.05,57.92,11.2,5.15,0.0,18999.0,377607.0,73326.0,6520.0,0.0,93888.0,No,2020,,,,
Douglas County (Illinois),Charleston,IL,,5R01-55315,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,0.41,0.01,91.53,2.6,35.34,0.0,3055.0,265157.0,7503.0,2897.0,0.0,56514.0,No,2020,,,,
Mashantucket Pequot Tribal Nation,Mashantucket,CT,1T03,11152,Tribe,Reduced Reporter,0.0,4.0,MB,DO,4.0,0.0,0.0,54.65,9.2,5.91,0.0,0.0,611538.0,103442.0,11191.0,0.0,93670.0,No,2020,,,,
Valley County Hospital,Ord,NE,7R04-056,7R04-70130,Private-Non-Profit Corporation,Rural Reporter,0.0,4.0,DR,DO,4.0,4.8,0.1,145.44,3.1,46.24,0.0,9154.0,88136.0,1906.0,606.0,0.0,17219.0,No,2020,,,,
County of Clark,Neillsville,WI,,5R06-55327,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,TX,4.0,3.51,0.14,26.79,1.1,25.18,0.0,41279.0,295835.0,11750.0,11042.0,0.0,115159.0,No,2020,,,,
Oakland Heights,Oakland,NE,7R04-006,7R04-70124,Private-Non-Profit Corporation,Rural Reporter,0.0,4.0,DR,DO,4.0,1.3,0.04,119.74,3.6,32.95,0.0,2575.0,65498.0,1988.0,547.0,0.0,20375.0,No,2020,,,,
City of Berlin,Berlin,WI,5R06-011,5R06-50506,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,PT,4.0,3.8,0.29,31.94,2.4,13.07,0.0,66307.0,228304.0,17468.0,7148.0,0.0,56984.0,No,2020,,,,
Casco Bay Island Transit District,Portland,ME,1088,10088,Independent Public Agency or Authority of Transit Service,Full Reporter,203914.0,4.0,FB,DO,4.0,2.25,0.2,506.47,45.9,11.04,3.37,1414416.0,6934082.0,628217.0,13691.0,2060551.0,71302.0,No,2020,,,,
City of Pompano Beach,Pompano Beach,FL,,40257,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,5502379.0,4.0,MB,PT,4.0,0.0,0.0,57.3,7.9,7.27,0.0,0.0,465468.0,64031.0,8124.0,0.0,109271.0,No,2020,,,,
City of Covina,Covina,CA,,90261,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,12150996.0,4.0,DR,PT,4.0,0.32,0.01,58.14,2.6,22.38,0.0,5583.0,394367.0,17620.0,6783.0,0.0,54151.0,No,2020,,,,
City of Las Vegas,Las Vegas,NM,6R03-006,6R03-60236,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,0.39,0.02,95.22,3.8,25.32,0.0,4184.0,270794.0,10696.0,2844.0,0.0,41529.0,No,2020,,,,
Franklin County Aging Services,Ottawa,KS,7R02-057,7R02-70225,Private-Non-Profit Corporation,Rural Reporter,0.0,4.0,DR,DO,4.0,1.32,0.09,37.0,2.4,15.12,0.0,13468.0,154163.0,10196.0,4167.0,0.0,46649.0,No,2020,,,,
Village of Milan,Milan,NM,6R03-024,6R03-60148,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,0.25,0.01,76.16,4.5,16.99,0.0,3292.0,225676.0,13280.0,2963.0,0.0,63811.0,No,2020,,,,
"Star Valley Senior Citizens, Inc",Afton,WY,8R05-029,8R05-80294,Private-Non-Profit Corporation,Rural Reporter,0.0,4.0,DR,DO,4.0,0.89,0.0,15.5,0.1,256.1,0.0,63.0,18183.0,71.0,1173.0,0.0,14966.0,No,2020,,,,
"Garfield County Council on Aging, dba: Big Dry Transit",Jordan,MT,8R02-012,8R02-80117,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,0.02,0.0,45.26,4.4,10.24,0.0,70.0,47205.0,4611.0,1043.0,0.0,20287.0,No,2020,,,,
Urban Transportation District of Dawson County,Glendive,MT,8R02-009,8R02-80166,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,1.13,0.05,57.89,2.5,23.55,0.0,17336.0,360519.0,15308.0,6228.0,0.0,53475.0,No,2020,,,,
Rice County Council on Aging,Lyons,KS,7R02-084,7R02-70210,Private-Non-Profit Corporation,Rural Reporter,0.0,4.0,DR,DO,4.0,1.95,0.07,65.25,2.2,29.84,0.0,16365.0,250544.0,8397.0,3840.0,0.0,82419.0,No,2020,,,,
Wet Mountain Valley Rotary Community Service Inc.,Westcliffe,CO,8R01-036,8R01-80118,Private-Non-Profit Corporation,Rural Reporter,0.0,4.0,DR,DO,4.0,5.93,0.08,47.79,0.7,71.68,0.0,5186.0,62650.0,874.0,1311.0,0.0,28208.0,No,2020,,,,
County of La Crosse,La Crosse,WI,5R06-076,5R06-50442,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,MB,PT,4.0,1.87,0.06,49.99,1.5,32.77,0.0,26700.0,467972.0,14281.0,9362.0,0.0,230344.0,No,2020,,,,
City of Bedford,Bedford,IN,5R02-001,5R02-50407,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,0.33,0.01,117.06,2.7,43.52,0.0,4660.0,606391.0,13934.0,5180.0,0.0,40751.0,No,2020,,,,
Goliad County,Goliad,TX,,6R05-66281,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,PT,4.0,11.52,0.26,63.51,1.4,45.17,0.0,57957.0,227295.0,5032.0,3579.0,0.0,65141.0,No,2020,,,,
McPherson County Council on Aging,Mcpherson,KS,7R02-029,7R02-70179,Private-Non-Profit Corporation,Rural Reporter,0.0,4.0,DR,DO,4.0,1.54,0.08,48.02,2.4,19.96,0.0,11496.0,148900.0,7460.0,3101.0,0.0,25610.0,No,2020,,,,
"Kansas City, City of Missouri, dba: Kansas City Streetcar",Kansas City,MO,,70271,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1519417.0,4.0,SR,PT,4.0,0.0,0.0,302.59,105.9,2.86,2.24,0.0,5735071.0,2007019.0,18953.0,2554658.0,135099.0,No,2020,,,,
"Hancock, City of",Hancock,MI,5R03-034,5R03-50408,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,2.4,0.14,51.83,3.1,16.6,0.0,36806.0,254516.0,15335.0,4911.0,0.0,53116.0,No,2020,,,,
Humanitarian Enterprises of Lincoln Parish,Ruston,LA,6R02-013,6R02-60229,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,1.42,0.05,60.09,2.3,25.78,0.0,14649.0,266940.0,10353.0,4442.0,0.0,90149.0,No,2020,,,,
Sierra County Transportation Commission,Downieville,CA,9R02-052,9R02-91038,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,4.52,0.11,39.19,0.9,42.74,0.0,13400.0,126817.0,2967.0,3236.0,0.0,65410.0,No,2020,,,,
Turtle Mountain Band of Chippewa Indian,Belcourt,ND,8T13,88146,Tribe,Reduced Reporter,0.0,4.0,MB,DO,4.0,0.89,0.01,91.92,0.9,101.16,0.0,3178.0,360244.0,3561.0,3919.0,0.0,67424.0,No,2020,,,,
County of Niagara,Lockport,NY,2R02-031,2R02-20957,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,MB,PT,4.0,2.07,0.02,61.78,0.5,126.64,0.0,8408.0,514780.0,4065.0,8333.0,0.0,189160.0,No,2020,,,,
"Opportunity Link, dba: Northcentral Montana Transit",Havre,MT,8R02-035,8R02-80204,Private-Non-Profit Corporation,Rural Reporter,0.0,4.0,MB,DO,4.0,0.38,0.02,73.1,4.1,17.96,0.0,7144.0,336626.0,18739.0,4605.0,0.0,61763.0,No,2020,,,,
Morris County Transportation (formerly Morris Co Senior Citizens,Council Grove,KS,7R02-024,7R02-70072,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,DR,DO,4.0,2.47,0.13,21.21,1.1,18.56,0.0,14870.0,111614.0,6015.0,5262.0,0.0,81037.0,No,2020,,,,
